# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 26 23:24:01 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
2038,KOI-351 d,KOI-351,1,8,Transit,59.73667000000,0.00038000000,-0.00038000000,0,0.3200000000,0.0500000000,-0.0500000000,0,2.87000000,0.30000000,-0.30000000,0,0.25600000,0.02700000,-0.02700000,0,8.60000000,,,0,0.02710000,,,0,2.000000,,,0,0.000000,,,0
2039,KOI-351 e,KOI-351,1,8,Transit,91.93913000000,0.00073000000,-0.00073000000,0,0.4200000000,0.0600000000,-0.0600000000,0,2.66000000,0.29000000,-0.29000000,0,0.23700000,0.02600000,-0.02600000,0,7.56000000,,,0,0.02380000,,,0,2.210000,,,0,0.000000,,,0
2040,KOI-351 f,KOI-351,1,8,Transit,124.91440000000,0.00190000000,-0.00190000000,0,0.4800000000,0.0900000000,-0.0900000000,0,2.88000000,0.52000000,-0.52000000,0,0.25700000,0.04600000,-0.04600000,0,8.65000000,,,0,0.02720000,,,0,1.990000,,,0,0.000000,,,0
2041,KOI-351 g,KOI-351,1,8,Transit,210.60697000000,0.00043000000,-0.00043000000,0,0.7100000000,0.0800000000,-0.0800000000,0,8.10000000,0.80000000,-0.80000000,0,0.72300000,0.07100000,-0.07100000,0,15.00000000,0.90000000,-0.80000000,0,0.04719528,0.00283172,-0.00251708,0,0.272128,0.294090,-0.294090,0,0.049000,0.011000,-0.007000,0
2042,KOI-351 h,KOI-351,1,8,Transit,331.60059000000,0.00037000000,-0.00037000000,0,1.0100000000,0.1100000000,-0.1100000000,0,11.30000000,1.00000000,-1.00000000,0,1.00800000,0.08900000,-0.08900000,0,203.00000000,5.00000000,-5.00000000,0,0.63870943,0.01573176,-0.01573176,0,0.911829,0.136278,-0.136278,0,-0.011000,0.002000,-0.003000,0
2043,KOI-3680 b,KOI-3680,1,1,Transit,141.24167100000,0.00008600000,-0.00008600000,0,0.5340000000,0.0120000000,-0.0300000000,0,11.09691000,0.67254000,-0.78463000,0,0.99000000,0.06000000,-0.07000000,0,613.41190000,60.38770000,-66.74430000,0,1.93000000,0.19000000,-0.21000000,0,2.460000,0.420000,-0.360000,0,0.496000,0.031000,-0.031000,0
2044,KOI-4777.01,KOI-4777,1,1,Transit,0.41200000000,0.00000100000,-0.00000100000,0,0.0080000000,0.0003000000,-0.0003000000,0,0.51000000,0.03000000,-0.03000000,0,0.04549923,0.00267643,-0.00267643,0,99.20000000,,,1,0.31211810,,,1,,,,,0.000000,,,0
2045,KOI-4978 b,KOI-4978,1,1,Transit,0.94196700000,0.00000300000,-0.00000300000,0,,,,,0.70000000,0.10000000,-0.10000000,0,0.06244992,0.00892142,-0.00892142,0,0.27100000,,,0,0.00085200,,,0,4.340000,,,0,,,,
2046,KOI-55 b,KOI-55,1,2,Orbital Brightness Modulation,0.24010400000,0.00000400000,-0.00000400000,0,0.0060000000,,,0,0.75900000,,,0,0.06770000,,,0,0.44000000,,,0,0.00140000,,,0,5.530000,,,0,,,,
2047,KOI-55 c,KOI-55,1,2,Orbital Brightness Modulation,0.34288700000,0.00001300000,-0.00001300000,0,0.0076000000,,,0,0.86700000,,,0,0.07730000,,,0,0.65500000,,,0,0.00210000,,,0,5.520000,,,0,,,,
2048,KOI-7368 b,KOI-7368,1,1,Transit,6.84303440000,0.00001250000,-0.00001250000,0,0.0678000000,,,0,2.22000000,0.12000000,-0.12000000,0,0.19800000,0.01100000,-0.01100000,0,5.56000000,,,0,0.01750000,,,0,2.790000,,,0,0.000000,,,0
2049,KOI-7913 b,KOI-7913 A,2,1,Transit,24.27855300000,0.00026300000,-0.00026300000,0,0.1456000000,,,0,2.34000000,0.18000000,-0.18000000,0,0.20900000,0.01600000,-0.01600000,0,6.08000000,,,0,0.01910000,,,0,2.610000,,,0,0.000000,,,0
2050,KOI-94 b,KOI-94,2,4,Transit,3.74320800000,0.00001500000,-0.00001500000,0,0.0511900000,0.0006700000,-0.0006700000,0,1.71000000,0.16000000,-0.16000000,0,0.15300000,0.01400000,-0.01400000,0,10.50000000,4.60000000,-4.60000000,0,0.03300000,0.01400000,-0.01400000,0,10.100000,5.500000,-5.500000,0,0.250000,0.170000,-0.170000,0
2051,KOI-94 c,KOI-94,2,4,Transit,10.42364800000,0.00001600000,-0.00001600000,0,0.1013000000,0.0013000000,-0.0013000000,0,4.32000000,0.41000000,-0.41000000,0,0.38500000,0.03700000,-0.03700000,0,15.60000000,5.70000000,-15.60000000,0,0.04900000,0.01800000,-0.04900000,0,0.910000,0.360000,-0.910000,0,0.430000,0.230000,-0.230000,0
2052,KOI-94 d,KOI-94,2,4,Transit,22.34298900000,0.00000670000,-0.00000670000,0,0.1684000000,0.0022000000,-0.0022000000,0,11.27000000,1.06000000,-1.06000000,0,1.00500000,0.09500000,-0.09500000,0,106.00000000,11.00000000,-11.00000000,0,0.33400000,0.03500000,-0.03500000,0,0.363000,0.101000,-0.101000,0,0.022000,0.038000,-0.038000,0
2053,KOI-94 e,KOI-94,2,4,Transit,54.32031000000,0.00012000000,-0.00012000000,0,0.3046000000,0.0040000000,-0.0040000000,0,6.56000000,0.62000000,-0.62000000,0,0.58500000,0.05500000,-0.05500000,0,35.00000000,18.00000000,-28.00000000,0,0.11000000,0.05700000,-0.08800000,0,0.600000,0.260000,-0.560000,0,0.019000,0.230000,-0.230000,0
2054,KOI-984 b,KOI-984,1,2,Transit,4.28817850000,0.00000350000,-0.00000350000,0,0.0504000000,0.0006000000,-0.0006000000,0,4.30000000,0.05000000,-0.05000000,0,0.38362097,0.00446071,-0.00446071,0,17.10000000,,,0,0.05370000,,,0,1.180000,,,0,0.120000,0.020000,-0.020000,0
2055,KOI-984 c,KOI-984,1,2,Transit Timing Variations,21.51200000000,0.00040000000,-0.00040000000,0,0.1467000000,0.0015000000,-0.0015000000,0,14.10000000,,,0,1.25000000,,,0,209.80000000,40.00000000,-40.00000000,0,0.66010462,0.12585407,-0.12585407,0,0.411000,,,0,0.380000,0.020000,-0.020000,0
2056,KPS-1 b,KPS-1,1,1,Transit,1.70629100000,0.00005900000,-0.00005900000,0,0.0269000000,0.0010000000,-0.0010000000,0,11.54527000,1.45717000,-1.34508000,0,1.03000000,0.13000000,-0.12000000,0,346.43470000,27.33338000,-27.65121000,0,1.09000000,0.08600000,-0.08700000,0,1.310000,0.490000,-0.360000,0,0.000000,,,0
2057,Kapteyn c,Kapteyn,1,1,Radial Velocity,121.54000000000,0.25000000000,-0.25000000000,0,0.3110000000,0.0380000000,-0.0140000000,0,2.54000000,,,0,0.22700000,,,0,7.00000000,1.20000000,-1.00000000,0,0.02200000,0.00400000,-0.00300000,0,2.350000,,,0,0.230000,0.100000,-0.120000,0
2058,Kepler-10 b,Kepler-10,1,3,Transit,0.83749070000,0.00000020000,-0.00000020000,0,0.0168500000,0.0001300000,-0.0001300000,0,1.47000000,0.03000000,-0.02000000,0,0.13114484,0.00267643,-0.00178428,0,3.24000000,0.32000000,-0.32000000,0,0.01019418,0.00100683,-0.00100683,0,5.540000,0.660000,-0.620000,0,0.000000,,,0
2059,Kepler-10 c,Kepler-10,1,3,Transit,45.29430100000,0.00004800000,-0.00004800000,0,0.2410000000,0.0019000000,-0.0019000000,0,2.35500000,0.02200000,-0.02200000,0,0.21009939,0.00196271,-0.00196271,0,11.29000000,1.24000000,-1.24000000,0,0.03552231,0.00390148,-0.00390148,0,4.750000,0.530000,-0.530000,0,0.136000,0.050000,-0.050000,0
2060,Kepler-10 d,Kepler-10,1,3,Radial Velocity,151.06000000000,0.48000000000,-0.48000000000,0,0.5379000000,0.0043000000,-0.0043000000,0,3.49000000,,,0,0.31200000,,,0,12.00000000,2.15000000,-2.15000000,0,0.03775622,0.00676466,-0.00676466,0,1.550000,,,0,0.190000,0.100000,-0.100000,0
2061,Kepler-100 b,Kepler-100,1,4,Transit,6.88734000000,0.00007000000,-0.00007000000,0,0.0730900000,0.0011200000,-0.0011200000,0,1.34000000,0.12000000,-0.12000000,0,0.11954700,0.01070570,-0.01070570,0,4.01000000,0.47000000,-0.47000000,0,0.01261687,0.00147879,-0.00147879,0,12.357908,3.637879,-3.637879,0,0.130000,0.270000,-0.130000,0
2062,Kepler-100 c,Kepler-100,1,4,Transit,12.81590000000,,,0,0.1106100000,0.0017300000,-0.0017300000,0,2.20000000,0.05000000,-0.05000000,0,0.19600000,0.00400000,-0.00400000,0,7.05000000,,,1,0.02218167,,,1,1.721102,0.741796,-0.741796,0,0.020000,0.150000,-0.010000,0
2063,Kepler-100 d,Kepler-100,1,4,Transit,35.33310000000,,,0,0.2174700000,0.0033900000,-0.0033900000,0,1.61000000,0.05000000,-0.05000000,0,0.14400000,0.00400000,-0.00400000,0,3.00000000,,,1,0.00943901,,,1,2.695922,2.959845,-2.959845,0,0.380000,0.120000,-0.160000,0
2064,Kepler-100 e,Kepler-100,1,4,Radial Velocity,60.88858800000,0.04447100000,-0.04447100000,0,0.3123915860,,,0,5.27000000,,,0,0.47000000,,,0,24.14271827,3.33214569,-3.33214569,0,0.07596149,0.01048410,-0.01048410,0,0.906000,,,0,0.026437,0.127095,-0.127095,0
2065,Kepler-1000 b,Kepler-1000,1,1,Transit,120.01812720000,0.00036280000,-0.00036280000,0,0.5326000000,0.0030400000,-0.0030400000,0,4.76000000,0.34000000,-0.31000000,0,0.42465876,0.03033277,-0.02765635,0,20.30000000,,,0,0.06390000,,,0,1.030000,,,0,0.000000,,,0
2066,Kepler-1001 b,Kepler-1001,1,2,Transit,14.30511983000,0.00004340000,-0.00004340000,0,0.1114700000,0.0008600000,-0.0008600000,0,3.15000000,0.34000000,-0.48000000,0,0.28102418,0.03033277,-0.04282273,0,10.10000000,,,0,0.03170000,,,0,1.780000,,,0,0.000000,,,0
2067,Kepler-1001 c,Kepler-1001,1,2,Transit,9.18186000000,,,0,0.0829600000,0.0006500000,-0.0006500000,0,1.57799279,,,0,0.14077909,,,0,3.11000000,,,0,0.00980000,,,0,4.350000,,,0,0.000000,,,0
2068,Kepler-1002 b,Kepler-1002,1,1,Transit,4.33642933100,0.00000694500,-0.00000694500,0,0.0564000000,,,0,1.71000000,0.06000000,-0.05000000,0,0.15255598,0.00535284,-0.00446070,0,3.57000000,,,0,0.01120000,,,0,3.920000,,,0,0.000000,,,0
2069,Kepler-1003 b,Kepler-1003,1,1,Transit,3.55485691500,0.00000670900,-0.00000670900,0,0.0433300000,0.0001700000,-0.0001700000,0,1.78000000,0.48000000,-0.22000000,0,0.15880096,0.04282273,-0.01962709,0,3.82000000,,,0,0.01200000,,,0,3.720000,,,0,0.000000,,,0
2070,Kepler-1004 b,Kepler-1004,1,1,Transit,5.28789787000,0.00001198000,-0.00001198000,0,0.0679100000,0.0012600000,-0.0012600000,0,6.28000000,0.78000000,-0.44000000,0,0.56026407,0.06958694,-0.03925417,0,32.50000000,,,0,0.10200000,,,0,0.721000,,,0,0.000000,,,0
2071,Kepler-1005 b,Kepler-1005,1,1,Transit,6.49801525000,0.00001320000,-0.00001320000,0,0.0671700000,0.0006800000,-0.0006800000,0,1.50000000,0.21000000,-0.15000000,0,0.13382104,0.01873495,-0.01338210,0,2.86000000,,,0,0.00899000,,,0,4.660000,,,0,0.000000,,,0
2072,Kepler-1006 b,Kepler-1006,1,1,Transit,19.76172042000,0.00006670000,-0.00006670000,0,0.1464000000,,,0,1.54000000,0.27000000,-0.14000000,0,0.13738960,0.02408779,-0.01248996,0,2.99000000,,,0,0.00940000,,,0,4.500000,,,0,0.000000,,,0
2073,Kepler-1007 b,Kepler-1007,1,1,Transit,5.18500207300,0.00000932500,-0.00000932500,0,0.0480000000,,,0,1.44000000,0.07000000,-0.07000000,0,0.12846820,0.00624498,-0.00624498,0,2.67000000,,,0,0.00839000,,,0,4.910000,,,0,0.000000,,,0
2074,Kepler-1008 b,Kepler-1008,2,1,Transit,12.43931193000,0.00002837000,-0.00002837000,0,0.0975500000,0.0008700000,-0.0008700000,0,1.28000000,0.07000000,-0.05000000,0,0.11419395,0.00624498,-0.00446070,0,2.18000000,,,0,0.00687000,,,0,5.710000,,,0,0.000000,,,0
2075,Kepler-1009 b,Kepler-1009,1,1,Transit,11.35011917000,0.00002250000,-0.00002250000,0,0.0796000000,,,0,2.17000000,0.27000000,-0.24000000,0,0.19359443,0.02408779,-0.02141137,0,5.35000000,,,0,0.01680000,,,0,2.880000,,,0,0.000000,,,0
2076,Kepler-101 b,Kepler-101,1,2,Transit,3.48768120000,0.00000700000,-0.00000700000,0,0.0474000000,0.0010000000,-0.0008000000,0,5.77000000,0.85000000,-0.79000000,0,0.51000000,0.08000000,-0.07000000,0,51.10000000,5.10000000,-4.70000000,0,0.16000000,0.02000000,-0.01000000,0,1.450000,0.830000,-0.480000,0,0.086000,0.080000,-0.059000,0
2077,Kepler-101 c,Kepler-101,1,2,Transit,6.02976000000,0.00007500000,-0.00007500000,0,0.0684000000,0.0014000000,-0.0014000000,0,1.25000000,0.19000000,-0.17000000,0,0.11200000,0.01700000,-0.01500000,0,3.78000000,,,1,0.01000000,,,1,10.500000,,,1,0.000000,,,0
2078,Kepler-1010 b,Kepler-1010,1,1,Transit,34.26857050000,0.00011810000,-0.00011810000,0,0.1930000000,,,0,2.32000000,0.44000000,-0.18000000,0,0.20697654,0.03925417,-0.01605852,0,5.99000000,,,0,0.01890000,,,0,2.640000,,,0,0.000000,,,0
2079,Kepler-1011 b,Kepler-1011,1,1,Transit,5.75322197400,0.00000941700,-0.00000941700,0,0.0633000000,,,0,2.87000000,0.29000000,-0.44000000,0,0.25604425,0.02587207,-0.03925417,0,8.60000000,,,0,0.02710000,,,0,2.000000,,,0,0.000000,,,0
2080,Kepler-1012 b,Kepler-1012,1,1,Transit,5.50860439000,0.00001151000,-0.00001151000,0,0.0606600000,0.0004200000,-0.0004200000,0,1.29000000,0.08000000,-0.06000000,0,0.11508609,0.00713712,-0.00535284,0,2.21000000,,,0,0.00696000,,,0,5.660000,,,0,0.000000,,,0
2081,Kepler-1013 b,Kepler-1013,1,1,Transit,18.93054959000,0.00004672000,-0.00004672000,0,0.1370000000,,,0,2.15000000,0.36000000,-0.20000000,0,0.19181015,0.03211705,-0.01784280,0,5.27000000,,,0,0.01660000,,,0,2.910000,,,0,0.000000,,,0
2082,Kepler-1014 b,Kepler-1014,1,1,Transit,16.57110363000,0.00003817000,-0.00003817000,0,0.1210000000,,,0,2.39000000,0.21000000,-0.25000000,0,0.21322152,0.01873495,-0.02230351,0,6.30000000,,,0,0.01980000,,,0,2.540000,,,0,0.000000,,,0
2083,Kepler-1015 b,Kepler-1015,1,1,Transit,16.00494214000,0.00004175000,-0.00004175000,0,0.1345000000,0.0007800000,-0.0007800000,0,3.55000000,1.32000000,-0.66000000,0,0.31670979,0.11776251,-0.05888126,0,12.30000000,,,0,0.03880000,,,0,1.510000,,,0,0.000000,,,0
2084,Kepler-1016 b,Kepler-1016,1,2,Transit,1.95452434200,0.00000330900,-0.00000330900,0,0.0304400000,0.0003300000,-0.0003300000,0,2.18000000,0.37000000,-0.28000000,0,0.19448657,0.03300919,-0.02497993,0,5.39000000,,,0,0.01700000,,,0,2.860000,,,0,0.000000,,,0
2085,Kepler-1016 c,Kepler-1016,1,2,Transit,105.65513690000,0.00054520000,-0.00054520000,0,0.4351900000,0.0046700000,-0.0046700000,0,3.68000000,0.65000000,-0.37000000,0,0.32830761,0.05798912,-0.03300919,0,13.10000000,,,0,0.04130000,,,0,1.440000,,,0,0.000000,,,0
2086,Kepler-1017 b,Kepler-1017,1,1,Transit,7.23400469000,0.00001433000,-0.00001433000,0,0.0719600000,0.0004600000,-0.0004600000,0,1.99000000,0.29000000,-0.12000000,0,0.17753591,0.02587207,-0.01070568,0,4.62000000,,,0,0.01450000,,,0,3.220000,,,0,0.000000,,,0
2087,Kepler-1018 b,Kepler-1018,1,1,Transit,49.10135140000,0.00018760000,-0.00018760000,0,0.2530000000,,,0,2.58000000,0.30000000,-0.19000000,0,0.23017218,0.02676421,-0.01695066,0,7.18000000,,,0,0.02260000,,,0,2.300000,,,0,0.000000,,,0
2088,Kepler-1019 b,Kepler-1019,1,1,Transit,1.41122984700,0.00000074600,-0.00000074600,0,0.0221000000,,,0,1.46000000,0.05000000,-0.16000000,0,0.13025248,0.00446070,-0.01427424,0,2.73000000,,,0,0.00859000,,,0,4.820000,,,0,0.000000,,,0
2089,Kepler-102 b,Kepler-102,1,5,Transit,5.28696500000,0.00001200000,-0.00001200000,0,0.0552100000,0.0004900000,-0.0004900000,0,0.46000000,0.02600000,-0.02600000,0,0.04103852,0.00231957,-0.00231957,0,1.10000000,,,1,0.00346099,,,1,62.000000,,,1,0.100000,,,1
2090,Kepler-102 c,Kepler-102,1,5,Transit,7.07139200000,0.00002200000,-0.00002200000,0,0.0670200000,0.0005900000,-0.0005900000,0,0.56700000,0.02800000,-0.02800000,0,0.05058444,0.00249800,-0.00249800,0,1.70000000,,,1,0.00534880,,,1,52.000000,,,1,0.094000,,,1
2091,Kepler-102 d,Kepler-102,1,5,Transit,10.31176700000,0.00000410000,-0.00000410000,0,0.0861800000,0.0007600000,-0.0007600000,0,1.15400000,0.05800000,-0.05800000,0,0.10295316,0.00517442,-0.00517442,0,3.00000000,1.30000000,-1.30000000,0,0.00943906,0.00409026,-0.00409026,0,10.700000,5.100000,-4.600000,0,0.092000,,,1
2092,Kepler-102 e,Kepler-102,1,5,Transit,16.14569940000,0.00000220000,-0.00000220000,0,0.1162000000,0.0010000000,-0.0010000000,0,2.17000000,0.11000000,-0.11000000,0,0.19359477,0.00981356,-0.00981356,0,4.70000000,1.80000000,-1.80000000,0,0.01478785,0.00566343,-0.00566343,0,2.500000,1.100000,-0.980000,0,0.089000,,,1
2093,Kepler-102 f,Kepler-102,1,5,Transit,27.45359200000,0.00006000000,-0.00006000000,0,0.1656000000,0.0015000000,-0.0015000000,0,0.86100000,0.02200000,-0.02200000,0,0.07681341,0.00196271,-0.00196271,0,4.30000000,,,1,0.01352931,,,1,37.000000,,,1,0.100000,,,1
2094,Kepler-1020 b,Kepler-1020,1,1,Transit,96.91514960000,0.00036320000,-0.00036320000,0,0.3759400000,0.0042800000,-0.0042800000,0,2.28000000,0.08000000,-0.09000000,0,0.20340798,0.00713712,-0.00802926,0,5.82000000,,,0,0.01830000,,,0,2.700000,,,0,0.000000,,,0
2095,Kepler-1021 b,Kepler-1021,1,1,Transit,13.47469571000,0.00003210000,-0.00003210000,0,0.1034000000,,,0,2.33000000,0.25000000,-0.18000000,0,0.20786868,0.02230351,-0.01605852,0,6.04000000,,,0,0.01900000,,,0,2.620000,,,0,0.000000,,,0
2096,Kepler-1022 b,Kepler-1022,1,1,Transit,10.99469878000,0.00001880000,-0.00001880000,0,0.0805000000,,,0,2.36000000,0.08000000,-0.28000000,0,0.21054510,0.00713712,-0.02497993,0,6.17000000,,,0,0.01940000,,,0,2.580000,,,0,0.000000,,,0
2097,Kepler-1023 b,Kepler-1023,1,1,Transit,62.13877140000,0.00021990000,-0.00021990000,0,0.3028400000,0.0032100000,-0.0032100000,0,2.63000000,0.30000000,-0.18000000,0,0.23463288,0.02676421,-0.01605852,0,7.41000000,,,0,0.02330000,,,0,2.240000,,,0,0.000000,,,0
2098,Kepler-1024 b,Kepler-1024,1,1,Transit,66.41621330000,0.00035380000,-0.00035380000,0,0.3033000000,,,0,3.91000000,0.27000000,-0.26000000,0,0.34882684,0.02408779,-0.02319565,0,14.50000000,,,0,0.04570000,,,0,1.330000,,,0,0.000000,,,0
2099,Kepler-1025 b,Kepler-1025,1,1,Transit,37.32294930000,0.00013630000,-0.00013630000,0,0.2160700000,0.0020100000,-0.0020100000,0,1.98000000,0.41000000,-0.22000000,0,0.17664377,0.03657775,-0.01962709,0,4.58000000,,,0,0.01440000,,,0,3.240000,,,0,0.000000,,,0
2100,Kepler-1026 b,Kepler-1026,1,1,Transit,36.51560530000,0.00010370000,-0.00010370000,0,0.1977000000,,,0,2.21000000,0.33000000,-0.15000000,0,0.19716299,0.02944063,-0.01338210,0,5.52000000,,,0,0.01740000,,,0,2.810000,,,0,0.000000,,,0
2101,Kepler-1027 b,Kepler-1027,2,1,Transit,1.90780519900,0.00000246400,-0.00000246400,0,0.0291100000,0.0001300000,-0.0001300000,0,0.89000000,0.04000000,-0.02000000,0,0.07940048,0.00356856,-0.00178428,0,0.64000000,,,0,0.00201000,,,0,4.990000,,,0,0.000000,,,0
2102,Kepler-1028 b,Kepler-1028,1,1,Transit,2.51462432000,0.00000495300,-0.00000495300,0,0.0354000000,,,0,1.33000000,0.15000000,-0.11000000,0,0.11865465,0.01338210,-0.00981354,0,2.33000000,,,0,0.00733000,,,0,5.440000,,,0,0.000000,,,0
2103,Kepler-1029 b,Kepler-1029,1,1,Transit,4.41769647900,0.00000889700,-0.00000889700,0,0.0470000000,,,0,1.26000000,0.08000000,-0.07000000,0,0.11240967,0.00713712,-0.00624498,0,2.13000000,,,0,0.00669000,,,0,5.850000,,,0,0.000000,,,0
2104,Kepler-103 b,Kepler-103,1,2,Transit,15.96532870000,0.00000920000,-0.00000920000,0,0.1322300000,0.0008500000,-0.0013000000,0,3.48600000,0.05700000,-0.05400000,0,0.31100062,0.00508521,-0.00481757,0,9.80000000,3.90000000,-3.90000000,0,0.03083425,0.01227077,-0.01227077,0,1.280000,0.520000,-0.500000,0,0.093000,,,1
2105,Kepler-103 c,Kepler-103,1,2,Transit,179.60978000000,0.00020000000,-0.00020000000,0,0.6639000000,0.0043000000,-0.0063000000,0,5.45000000,0.18000000,-0.18000000,0,0.48621727,0.01605855,-0.01605855,0,38.00000000,17.00000000,-16.00000000,0,0.11956137,0.05348798,-0.05034163,0,1.290000,0.580000,-0.550000,0,0.095000,,,1
2106,Kepler-1030 b,Kepler-1030,1,1,Transit,19.32952416000,0.00007474000,-0.00007474000,0,0.1338000000,,,0,2.48000000,0.12000000,-0.18000000,0,0.22125078,0.01070568,-0.01605852,0,6.71000000,,,0,0.02110000,,,0,2.420000,,,0,0.000000,,,0
2107,Kepler-1031 b,Kepler-1031,1,1,Transit,1.22621732000,0.00000450600,-0.00000450600,0,0.0218000000,,,0,0.87000000,0.21000000,-0.11000000,0,0.07761620,0.01873495,-0.00981354,0,0.59000000,,,0,0.00186000,,,0,4.920000,,,0,0.000000,,,0
2108,Kepler-1032 b,Kepler-1032,1,1,Transit,3.29011795300,0.00000505300,-0.00000505300,0,0.0361000000,,,0,1.87000000,0.10000000,-0.08000000,0,0.16683023,0.00892140,-0.00713712,0,4.16000000,,,0,0.01310000,,,0,3.500000,,,0,0.000000,,,0
2109,Kepler-1033 b,Kepler-1033,1,1,Transit,7.56052806000,0.00002405000,-0.00002405000,0,0.0761000000,,,0,2.51000000,0.41000000,-0.18000000,0,0.22392720,0.03657775,-0.01605852,0,6.85000000,,,0,0.02150000,,,0,2.380000,,,0,0.000000,,,0
2110,Kepler-1034 b,Kepler-1034,1,1,Transit,12.12400943000,0.00003320000,-0.00003320000,0,0.0965000000,,,0,2.26000000,0.17000000,-0.14000000,0,0.20162370,0.01516638,-0.01248996,0,5.73000000,,,0,0.01800000,,,0,2.730000,,,0,0.000000,,,0
2111,Kepler-1035 b,Kepler-1035,1,1,Transit,2.71407755500,0.00000370600,-0.00000370600,0,0.0388300000,0.0004300000,-0.0004300000,0,1.17000000,0.28000000,-0.11000000,0,0.10438041,0.02497993,-0.00981354,0,1.71000000,,,0,0.00537000,,,0,5.870000,,,0,0.000000,,,0
2112,Kepler-1036 b,Kepler-1036,1,1,Transit,122.88080580000,0.00070900000,-0.00070900000,0,0.4772600000,0.0025100000,-0.0025100000,0,3.01000000,0.14000000,-0.53000000,0,0.26853421,0.01248996,-0.04728343,0,9.32000000,,,0,0.02930000,,,0,1.880000,,,0,0.000000,,,0
2113,Kepler-1037 b,Kepler-1037,1,1,Transit,1.06378867300,0.00000126500,-0.00000126500,0,0.0198000000,,,0,1.28000000,0.09000000,-0.07000000,0,0.11419395,0.00802926,-0.00624498,0,2.18000000,,,0,0.00687000,,,0,5.710000,,,0,0.000000,,,0
2114,Kepler-1038 b,Kepler-1038,1,2,Transit,148.46033820000,0.00068940000,-0.00068940000,0,0.5238000000,,,0,3.53000000,0.52000000,-0.39000000,0,0.31492551,0.04639129,-0.03479347,0,12.20000000,,,0,0.03840000,,,0,1.520000,,,0,0.000000,,,0
2115,Kepler-1038 c,Kepler-1038,1,2,Transit,7.12765979800,,,0,0.0692000000,,,0,1.41623380,,,0,0.12634813,,,0,2.59000000,,,0,0.00816000,,,0,5.010000,,,0,0.000000,,,0
